Sentence,Class
The waitress comes to get the dishes,Relevant
The waitress brings the dishes to the table,Relevant
The customer eats his dish,Relevant
The waitress comes to clear the table,Relevant
The customer asks for the bill,Relevant
The waitress brings the bill,Relevant
The customer pays either by cash or by card,Relevant
The customer leaves the restaurant,Relevant
Mediamarkt is a company that sells electronic goods,Irrelevant
The process starts when a customer go on the website,Relevant
The customer choses what he want to buy,Relevant
The customer goes to see his basket,Relevant
The Iphone 13 is a really good smartphone,Irrelevant
The customer enters his personnal details,Relevant
The customer pays Mediamarkt,Relevant
Mediamarkt receives the payment and the order,Relevant
Mediamarkt prepares the order,Relevant
Mediamarkt sends the order to the customer or prepares it for the click & collect,Relevant
The customer makes contact with Balter,Relevant
The customer and the company book an appointment,Relevant
The customer explains what he wants,Relevant
Balter makes the plan,Relevant
Balter makes an estimate,Relevant
The client accepts the estimate,Relevant
Balter is a construction company based in Germany,Irrelevant
The work starts,Relevant
Once the work is finished Balter sends the invoice,Relevant
The customer sends the invoice,Relevant
The customer is happy with the work,Irrelevant
Balter receives the payment,Relevant
The wood arrives at the company,Relevant
The company dries the wood,Relevant
A machine sort the wood,Relevant
Peter Müller is a company that makes fence,Irrelevant
A machine debarks the wood,Relevant
A machine cuts the wood,Relevant
A machine impregnates the wood with creosote or with salt,Relevant
The company redries the wood,Relevant
The company employs circa 25 employees,Irrelevant
The employees fit the fence together,Relevant
The customer arrives at the shop,Relevant
The receptionist welcomes the customer,Relevant
Sports et nature is based in Malmedy,Irrelevant
Sports et nature advises the customer,Relevant
The customer configures his bike  road or mountain ,Relevant
Sports et nature sends the order to the trek factory,Relevant
Trek are very good bikes,Irrelevant
Trek makes the bikes,Relevant
Trek sends the bike,Relevant
The customer receives his new bike,Relevant
The customer pays Sports et nature,Relevant
Sports et nature receives the payment,Relevant
Solebox is a sneaker store  which also sells some clothes,Irrelevant
The process starts when Solebox receives a limted pair of sneakers,Relevant
Solebox notifies their clients that the item has been received through Instagram,Relevant
An employee asks for his order via the intercom,Relevant
Instagram is an app very famous with students,Irrelevant
Instagram sends a link in their Instagram post to register for the raffle,Relevant
A raffle consits in a draw for people to have the possibility to buy something,Irrelevant
Clients have to be subscribed to Solebox s Instagram  entry their mail  add their size,Relevant
The client waits until the deadline and draw are done.,Relevant
If the client has been selected  he receives a confirmation email otherwise the process ends,Relevant
The client has to come to the store.,Relevant
The client gives his ID for verification,Relevant
Then  the client pays  cash or card . The process ends,Relevant
If the client hasn t come to the predicted date  the client loses sneakers and the process ends,Relevant
SHEIN is a enterprise that sells clothes and accessories for men and women,Irrelevant
EC HUB is the factory in charge of shipping the commands in Europe,Irrelevant
The process starts when the picking department receives the customer s order,Relevant
The picking department sends their picking workers to go and take the customer s order in the alleys,Relevant
The factory contains multiple alleys in which they are arranged if the items are shoes  clothes  accessories,Irrelevant
When the items have been found  the picking departmenr sends them to the sorting department,Relevant
The sorting department sorts the item received in boxes,Relevant
Each boxe corresponds to an order made by a customer,Irrelevant
If the boxe has all the items ordered by the customer  the sorting department sends the boxes to the packaging department,Relevant
If the boxe doesn t contain all the items  the boxe is sent to the missing department,Relevant
The missing department is in charge of finding the pieces not found by the picking department,Irrelevant
When the item s  has have  been found  the missing department sends the box to the packaging department,Relevant
When the box is received  the packaging department wraps the items in nicely then sends to the sending department,Relevant
The sending department sticks the label the customer s info,Relevant
The sending department places the package in the delivery track and the process ends,Relevant
Basket Ball is a sport where 5 players are playing against 5 other players,Irrelevant
The process starts few days before the day of the Basket Ball Game,Relevant
The head coach sets up a meeting with the players few hours before the game,Relevant
The team watches their opponent playing to analyze their game on videos,Relevant
The coaching staff creates strategies to beat the opponents,Relevant
The players go to work until the day of the game,Relevant
Some players have individual workouts according to the strategies made by the coaching staff,Irrelevant
After the game  the head coach gives a speech about how the strategy and the game went,Relevant
Then  the players have a recovery session,Relevant
For the players who needed to put extra effort during the game  they receive a massage by the the physical therapist,Relevant
A physical terapist whose job is to treat people by massages,Irrelevant
Atlas Sales Agency is enterprise that works with Luminus,Irrelevant
The process starts with a meeting between the workers and the managers,Relevant
The managers fixe the objectives to reach for the day and do a recap from the sales of the previous day,Relevant
The worker calls back the persons that they couldn t reach out the day before,Relevant
When the the worker finishes calling all the persons  he shes receives a database of persons to call with their database  adress  etc.,Relevant
During  the worker asks how much the persons pay for their electricity bill,Relevant
With the information received  they make an offer lower than their opponent,Relevant
For example  the price is often 15 20% lower than the price they are actually paying,Irrelevant
If the person rejects  the process ends.,Relevant
If the person accepts  the worker asks them how much are they willing to pay for their new contract,Relevant
If the deal is made  the worker sends the contract by mail to the customer in which he she has to sign,Relevant
If the person accepts by mail during the phone call  the rest is done by Luminus and the process ends,Relevant
If the person takes some time and doesn t accept throughout the day  the worker calls the same person the day after,Relevant
Bpost bank is a Belgium bank based in Brussels,Irrelevant
The process starts when a client enters in the bank ,Relevant
The client takes a number at a machine,Relevant
For instace the number 56,Irrelevant
The client waits his turn,Relevant
When a counter is free  the worker sends the next number ,Relevant
In this case  the number 56,Irrelevant
The  client walks to the counter and explain his resquet,Relevant
The  worker listen to him and reach a response ,Relevant
The client takes notes of the response,Relevant
The client leaves the bank  the process is finished,Relevant
The process strats when a customer sends a price proposasition on Vinted,Relevant
Vinted is an online marketplace based in Lithuania for buying and selling items,Irrelevant
The seller reads and analyses the proposition,Relevant
The seller makes a negatif response ,Relevant
For instance  I prefer 400$ instead of 3500 ,Irrelevant
The seller sends the response,Relevant
The buyer makes a better price proposition,Relevant
The seller agrees price proposition,Relevant
The bayer pays the items,Relevant
The seller prepares and wraps the items,Relevant
The seller drives to the relay point,Relevant
The seller drops the items,Relevant
A notifcation is sended to the buyers  the process is finished,Relevant
The process starts when the driver notices that he has to put gasoline,Relevant
The driver has a beautiful Mercedes Benz,Irrelevant
The driver comes to a place to put gasoline,Relevant
The driver walks out of her car ,Relevant
For example the car is a Citroen,Irrelevant
Then  the drive put her card in the machine,Relevant
She selects the number of the terminal and puts her secret code,Relevant
She returns to her car,Relevant
She takes the diesel gun ,Relevant
Then she put gasoline in her car,Relevant
She walk in her car,Relevant
The driver leaves and the process is finished,Relevant
Facebook is a social web site,Irrelevant
The process starts when a user arrives on the Facebook page,Relevant
The user has to click on  Creat a new account ,Relevant
The user has to put her surname,Relevant
The user has to put her first name,Relevant
The user has to put a number or an email,Relevant
The user has to creat a password,Relevant
The user has to confirm her password,Relevant
The user has to put her date of birth,Relevant
The user has to choose her gender,Relevant
The user has to click  on  Sign up ,Relevant
A message is sent to the user,Relevant
The user has to confirm her email or her number,Relevant
The distributor process aims at finding the right supplier for a specific product or service for construction companies,Irrelevant
 The process starts when a construction company needs a specific product or service,Relevant
 The process continues as the company identifies the right supplier in their data base for the specific needs of the customer,Relevant
 If there is no supplier  a message is sent to the customer and the process ends,Relevant
 If one or more suppliers are found  the company send the required needs to the suppliers and waits for the quotation,Relevant
 The quote is analyzed after getting all supplier’s information,Relevant
 The right supplier is then contacted,Relevant
 A contract Is then sent to the supplier,Relevant
 If the contract is accepted  a notification is sent to the customer and the process ends,Relevant
A chocolate mugcake is a quick and easy recipe that doesn t take long to make,Irrelevant
The process starts by checking if all the ingredients are available,Relevant
If all the ingredients needed are available then you can start by gathering them,Relevant
If an ingredient is missing then the process ends,Relevant
You put chocolate and butter in the mug,Relevant
The mug goes into the microwave for 2 minutes,Relevant
You take out the mug and put the egg  flour and the butter into it,Relevant
You add white sugar or brown sugar in the mug,Relevant
Brown sugar can be better for your health,Irrelevant
You mix the content inside the mug,Relevant
Then you put it into the microwave for 3 minutes,Relevant
You take out the mug and eat the mugcake  the process is finished,Relevant
The process starts when clients comes in,Relevant
The waiter check if they have a reservation,Relevant
If they have a reservation  the waiter guide them to their table,Relevant
If they have no reservation  the waiter check if there are available tables,Relevant
If there is an available table  the waiter guide them to the available table,Relevant
If there are no available tables  the waiter accompany them back and the process ends,Relevant
When the clients are seated at their table  the waiter notes down what they want to eat and drink,Relevant
The waiter gives the note to the kitchen staff,Relevant
The waiter prepares the drinks,Relevant
Most of the time the clients tend to order beer or wine,Irrelevant
The waiter bring the drink to the clients,Relevant
Meanwhile  the kitchen staff prepare the food,Relevant
When the food is ready  the waiter brings the food at the client s table,Relevant
When the clients finish eating  the waiter brings them the bill,Relevant
The clients pay with cash or by card,Relevant
The waiter guide the clients to the exit and the process ends,Relevant
The process starts by joining the meeting,Relevant
There s usually one online meeting per week since covid,Irrelevant
The team leader explains the project,Relevant
Then the team leader sends an excel file that includes all the tasks,Relevant
The IT worker does his task,Relevant
If the IT worker has an issue regarding the task  he contacts the project manager,Relevant
The project manager solvse the issue and the IT worker keeps on working on the task,Relevant
When the IT worker finishes his task  he writes down in the excel file the time taken to finish the task,Relevant
If the time taken to finish the task exceed the time limit  the team leader contacts the IT worker,Relevant
Then the IT worker has to explain why the time taken to finish the task was too long,Relevant
If the time taken to finish the task is within the time limit  the task is done and the process ends,Relevant
Online shopping has become more common especially with covid,Irrelevant
The process begins when the customer enter the website,Relevant
The customer clicks on a item they want to buy,Relevant
The customer reads the product description,Relevant
Then the customer reads the reviews,Relevant
Reviews can help the customer a lots regarding the size or color of the clothes,Irrelevant
The customer adds the item in the bag,Relevant
If the customer already has an account  they log in,Relevant
If they don t have an account  they create one,Relevant
Then the customer pays with a credit card or debit card,Relevant
The item is shipped and the process ends,Relevant
The process starts when the fuel level of someone’s car gets low,Relevant
The customer pulls his vehicle into a gas station  Q8 ,Relevant
The customer leaves the vehicle,Relevant
Then  the customer selects a method of payment  cash or card,Relevant
The customer opens the fuel door of his vehicle,Relevant
The customer has to choose the right gas,Relevant
For example  premium gasoline or diesel,Irrelevant
Then  the customer removes the funk handle for the chosen gas,Relevant
The customer inserts the nozzle into the gas tank opening,Relevant
The customer presses the button to activate the pump,Relevant
When the gas tank is full  the customer removes the nozzle from the gas tank,Relevant
The customer screws the gas cap back on,Relevant
The customer closes the fuel door,Relevant
The process finishes when the customer checks the pump screen to check if the transaction has been completed,Relevant
The Times is a British daily national newspaper based in London since 1785,Irrelevant
The process starts when the journalist finds a topic to talk about,Relevant
The journalist does research about this topic,Relevant
The journalist sorts real information and fake news,Relevant
The journalist creates a post outline,Relevant
The journalist writes the post,Relevant
The journalist proofreads the content,Relevant
The college of the journalist verifies the reliability of the information,Relevant
The college of the journalist checks the formatting of the newspaper report,Relevant
The boss of The Times gives his agreement,Relevant
The journalist publishes the newspaper report  the process is finished,Relevant
The customer places his card in the card holder,Relevant
The customer enters his PIN ,Relevant
The customer chooses “cash withdrawal” in the main menu,Relevant
The customer enters the amount that he wants to withdraw,Relevant
The customer chooses which type of bills he wants,Relevant
For example  2 bills of 50€ or 10bills of 10€,Irrelevant
The customer chooses if he wants a receipt of the transaction or not,Relevant
The customer selects the account type  current or savings,Relevant
The ATM machine prepares the customer’s money,Relevant
The customer takes back his card,Relevant
The customer picks his money up,Relevant
If the customer asks a receipt  he takes it and the process is finished,Relevant
The customer opens Amazon on his phone or desktop,Relevant
The customer logs into his account,Relevant
The customer selects “Your orders ,Relevant
The customer clicks on the item that he wants to return,Relevant
The customer selects “Need help with your item”,Relevant
The customer makes sure that the date to return it is still eligible,Relevant
 The customer selects why he returns it,Relevant
For example  because of it is an accidental order or a wrong item was sent,Irrelevant
The customer adds a comment if he wishes to explain more precisely,Relevant
The customer chooses how he returns the item,Relevant
The customer receives an email with the return label,Relevant
The customer sends the item to Amazon ,Relevant
The process finishes when the customer confirms the request ,Relevant
The process begin when the customer see a discount on decathlon s website,Relevant
The customer goes to the shop,Relevant
Then the customer asks the employee some informations about the discount,Relevant
Then the customer goes to the good ray of interest,Relevant
There he asks the employee takes the goods,Relevant
Football shoes for example,Irrelevant
Then the customer tries the goods and makes a choice,Relevant
He goes to the cash register,Relevant
The customer pays by cash or with a credit card,Relevant
After that he goes back home and the process end,Relevant
The process begin when a customer enter in the restaurant,Relevant
The customer ask to a server if it is possible to eat,Relevant
a burger for exemple,Irrelevant
if any table are available  the customer may wait or leave,Relevant
if a table is available  the customer can sit,Relevant
Then a server goes to the table gives menu and ask if they want to drink someting,Relevant
Then the server goes to the bar to prepare the order,Relevant
when the order is ready  the server goes serve the drinks,Relevant
after 5 minutes  the server goes to the table and ask the customer if they have chosen what they want to drink,Relevant
if not he wait again 5  minutes,Relevant
if they have chosen  he takes they order and give it to kitchen,Relevant
When the order is ready the kitchen call a server,Relevant
The server deliver the order to the table,Relevant
When the customer ended eating  they call a server to pay,Relevant
Theb server brings them the bill and the customer pay  the process is finished,Relevant
The process starts when a customer upload the app,Relevant
if the customer already have an account he register and the process end,Relevant
if he haven t an account  he click to register,Relevant
then the customer have to chose which type of subscription he want,Relevant
The premium subscription for example,Irrelevant
after that  he enter his email address and the password he want,Relevant
The customer select the payment method,Relevant
Then he will enter his payment details to pay each month,Relevant
after that  the customer can start his membership,Relevant
Netflix asks the customer some question about these preference ,Relevant
Then netflix make a selection that may interest the customer and the process end.,Relevant
The process begin when someone post a letter in the red mailing boxes,Relevant
Then the postman empties the boxes full of letters,Relevant
The postam takes these letters back to the mail centre ,Relevant
A truck came to collect all the letters and leads them to the sorting center,Relevant
The sorting center of Liège for example,Irrelevant
In the sorting center  teh employee pu the letters in the sorting machine,Relevant
The sorting machines sorts the letters by destination,Relevant
Then the employee fills the boxes by destination,Relevant
The different boxes departs to the different mail center by truck  train or plane,Relevant
In the mail center  the postman file the letter by neighbourhood  then by street and finally in the good order,Relevant
The postman puts the letter in the recipient s mailbox and the process end,Relevant
CBC is a bank which sells housing credits,Irrelevant
The process starts when the banker negotiates with his client with a rate grid,Relevant
Pick a rate according to the client s file,Relevant
The banker negotiates with his client,Relevant
If the rate is not good  the banker start a derogation procedure,Relevant
The banker collects arguments in his client s file,Relevant
The banker picks a rate,Relevant
The banker asks his client to see if he agrees,Relevant
If he agrees  the banker completes the file,Relevant
The banker sends it to the secretariat,Relevant
The secretary checks the information,Relevant
The secretary sends the file to the manager,Relevant
The manager checks few information,Relevant
The manager takes a decision,Relevant
The manager sends his decision to the banker,Relevant
The banker keeps working with his client  the process is finished,Relevant
The process starts when the client asks the bank to have a credit to buy something,Relevant
He may want to buy a car  or a house for example,Irrelevant
Depending on the good  the banker establishes the duration of funding,Relevant
For example  for a house it is 20 years and for a car 2 years,Irrelevant
The banker analyses the bank file of the client,Relevant
The banker analyses the financial situation of the client,Relevant
The financial situation includes the revenues and the charges,Irrelevant
The banker calculates the cost of the funding,Relevant
He integrates this cost in the charges of his client,Relevant
He looks at the rules to see if he can give a credit to his client,Relevant
He gives it or not  the process is finished,Relevant
The process starts when the client asks the company to do something for him,Relevant
The company s employees analyse the client s problem,Relevant
The employees go to the client s company to have a better understanding,Relevant
For example  they take some measures or some photos,Irrelevant
The company makes an offer to its client,Relevant
The price of the offer includes the equipment and the workforce,Irrelevant
The client says if he accepts or not,Relevant
If he accepts  the company sets the conditions,Relevant
The clients says if he accepts or not,Relevant
If he accepts  the company confirms the order and the time limit,Relevant
The company asks its client a deposit,Relevant
The clients pays,Relevant
The employees do the job,Relevant
The company send an invoice to its client,Relevant
The client pays  the process is finished,Relevant
The process starts when the company asks a temporary employment agency to find a person to hire based on the job and the desired person s profile,Relevant
The temp agency proposes a few persons to the company,Relevant
The company often needs workers and not employees,Irrelevant
If the candidate seems to correspond  the company accepts to see him,Relevant
The manager of the workers interviews the candidate,Relevant
Another manager discusses with the candidate,Relevant
If the interviews go well  the company engages the candidate via the temp agency,Relevant
The candidate works during a probationary period,Relevant
At the end of this period  if the candidate does the job well  the company offers him a fixed term contract,Relevant
At the end of this contract  if the person corresponds  the company offers him a permanent contract  the process is finished,Relevant
Going to a party is really fun ,Irrelevant
the process starts when the guest receives an invititation ,Relevant
The host receives a confirmation form the guest or the guest declines the invitation,Relevant
If the guest declines  the process end ,Relevant
First  the guest takes a shower ,Relevant
The guest chooses an outfit and get dressed up ,Relevant
The guest styles they hair,Relevant
the guest puts perfume,Relevant
The guest puts their shoes on ,Relevant
For example her new Adidas,Irrelevant
The guest leaves their house to go to the party ,Relevant
The host has a event to celebrate,Relevant
The host chooses a date ,Relevant
This event can be for example a birthday  a babyshower  a wedding,Irrelevant
The host finds a place where the party will take place,Relevant
The host finds decorations to decorate the place found ,Relevant
The host sends invitation to the guests ,Relevant
The host expects answers from their guests ,Relevant
Some of the guest might decline the invitation  others will accept for example,Irrelevant
Once the host knows the number of guest  they can chose between prepare food or call a catering service ,Relevant
If the host chooses the first option  the host has to buy groceries ,Relevant
If the host chooses the second option  the host contacts the catering service,Relevant
the host waits for the d day ,Relevant
They can wait a long time like three weeks or a short time like 4hours  it depends. ,Irrelevant
Once the day has come  the host prepares the place  prepare themselves  and waits for the guests ,Relevant
Homemade cakes are the best ,Irrelevant
In order to make one  some steps must be follow ,Irrelevant
The baker chooses a recipe they would like to do,Relevant
The baker checks if they have all the ingredients ,Relevant
If so  they can start baking ,Relevant
If not  they have to go buy groceries,Relevant
The baker has all the ingredients ,Irrelevant
the baker  start following the recipe ,Relevant
The cake is delicious,Irrelevant
Living in a clean house is necessary in order to live well ,Irrelevant
The cleaning person starts by putting their things away,Relevant
The cleaning person must do the dishes too,Relevant
It is easy to forget the dishes  I mean who like the dishes? ,Irrelevant
Once the spaces are clear  the cleaner can remove dust from surfaces ,Relevant
The cleaning person opens the windows to air the house ,Relevant
The cleaning person vacuums the floor ,Relevant
The cleaning person washes the floor ,Relevant
The cleaning person closes the windows ,Relevant
The cleaning person light up a candle and the process is finished,Relevant
The cleaning person can enjoy a clean house ,Irrelevant
put on a sock,Relevant
for example  Levis socks because they are very comfortable,Irrelevant
Take your shoes,Relevant
put your feet in a shoes,Relevant
tighten the laces around the foot,Relevant
cross the two parts of the laces to make a triangle,Relevant
pierce the surface of the triangle with part of the yaw,Relevant
make 2 loops,Relevant
turn one loop around the other,Relevant
the shoes are red,Irrelevant
Take 2 slices of bread,Relevant
Cut a slice of ham,Relevant
peeling large chips of cheese,Relevant
put a thin layer of butter on the inside side of the bread,Relevant
add a slice of ham along the entire inner length of the bread,Relevant
on the slice of ham add the sauce you want,Relevant
For my part  just mayonnaise.,Irrelevant
add between bread and sauce add cheese slices,Relevant
add salad,Relevant
pack the sandwich,Relevant
wake up,Relevant
turn off his alarm clock,Relevant
get out of bed,Relevant
take a shower,Relevant
get dressed,Relevant
eat,Relevant
brushing your teeth,Relevant
take your bag and keys,Relevant
the school is HEC Liège,Irrelevant
walk to school,Relevant
decide on the date,Relevant
decide who to invite,Relevant
invite these people,Relevant
ask if they will be present,Relevant
wait for their answer,Relevant
buy the drinks,Relevant
KB Gin for example,Irrelevant
buy snacks,Relevant
prepare the house,Relevant
wait for the guests,Relevant
The process stats by preparing all the ingredients on the work surface and take the right amount for each ,Relevant
Mix together the sugars  salt  and butter until a paste forms with no lumps,Relevant
SMEG has the best stand mixers to help mix the ingredients,Irrelevant
Whisk the eeg and vanilla ,Relevant
Gradually add the flour  baking powder  salt and chocolate chips. Mix well.,Relevant
For example  add white chocolate chip,Irrelevant
Preheat the oven to 180°,Relevant
Butter a baking sheet,Relevant
Make  small balls of dought with the help of two tablespoons,Relevant
Cook for 8 to 10 minutes,Relevant
The weather is good outside  the day start of pretty well,Irrelevant
The process begins when the alarm clock rings,Relevant
The subject opens his eyes and gets out of bed,Relevant
He then goes to the toillet and washes his face,Relevant
Sometimes with cold water because the boiler is not working,Irrelevant
The subject goes downstairs and takes his breakfast ,Relevant
For example  a coffee and a slide of bread with jam,Irrelevant
He puts his plate and cup in the dishwasher and goes upstairs,Relevant
He takes a shower,Relevant
Still with cold water because of the boiler malfunction,Irrelevant
He gets dressed,Relevant
He puts his shoes on and goes to work,Relevant
The packaging team arrives in the department,Relevant
Today they are 22,Irrelevant
The worker receives the items he has to pack,Relevant
He counts if he has all the them,Relevant
The first order includes two pairs of socks  a short and a backpack,Irrelevant
He cuts the shipping label to stick it on the box ,Relevant
For example this order his shipped to Calgary  Canada,Irrelevant
He wraps the items so that they do not get damaged,Relevant
He places the items in the delevering box,Relevant
He closes the box with adhesive tape ,Relevant
He places the package on the carousel and the package is ready to go,Relevant
The process starts with the subject deciding when he wants to go on vacation,Relevant
He must decide where to go ,Relevant
New York for example,Irrelevant
He has to look after plane tickets,Relevant
Delta Air Lines is the best airline company in America,Irrelevant
He must decide in which part of New York he wants to stay,Relevant
Then  he looks on the internet for a hotel that fits in his budget,Relevant
He has a budget of 2500€ for it,Irrelevant
Finally  he fills in the reservation form with his personnal information ,Relevant
He receives a confirmation email  everything is in order  the booking is finished.,Relevant
Today I’m going to explain you the process of buying clothes online,Irrelevant
The process starts when a customer visit Zara web site,Relevant
The customer search product on computer ,Relevant
The customer consults the product sheet ,Relevant
The customer places the product he wants buy in the basket ,Relevant
The customer has to validate his or her basket,Relevant
The customer buys the product ,Relevant
The customer waits for the product to arrive ,Relevant
The customer receives the product ,Relevant
The customer tries it on,Relevant
Satisfied?,Relevant
If the answer is yes  The customer keeps the product,Relevant
If the answer is no  The customer returns the product   the process is finished ,Relevant
 The process starts when the customer arrives in front of the cashier at Poivre&Sel,Relevant
 The cashier asks the customer for the order,Relevant
 For example  he can order a bottle of water and a « Dagobert »,Irrelevant
 The cashier gives the order to the cook,Relevant
 The cooker prepares the order ,Relevant
 The cooker gives the order to the cashier once the preparation is finished,Relevant
 The cashier received the order of the waiter ,Relevant
 The cashier issues the invoice to the customer ,Relevant
 The customer pays it ,Relevant
 the cashier gives him his meal   the process is finished ,Relevant
The process starts when the customer arrives in front of the cashier at HB,Relevant
The waiter makes the customer sit down,Relevant
The waiter gives the menu to the customer ,Relevant
The waiter asks the customer what he wants to eat and takes the order,Relevant
Once the order is taken  the waiter gives the order to the cook,Relevant
The cook prepares the meal ,Relevant
The kitchen of the chef is really huge and contain all the equipment needed,Irrelevant
The cook gives the meal back to the waiters when the meal is ready,Relevant
The waiter takes the dish back and serves it to the customer,Relevant
The waiter wait until the customer’s meal is over,Relevant
The waiter cleans the customer’s table ,Relevant
The customer calls the waiter and asks for the invoice,Relevant
The waiter gives the invoice to the customer ,Relevant
When the customer is ready  the waiter process to the payment ,Relevant
The waiter gives to the customer a receipt and if it is necessary the change ,Relevant
The customer lived the restaurant   the process is finished ,Relevant
Decide if you’re ready to buy a home?  If the answer is yes ,Relevant
Calculate and determine your budget ,Relevant
 If it is necessary  save for a down payment and closing costs,Relevant
Get preapproved for a mortgage ,Relevant
Find the right real estate agent ,Relevant
For example you can’t look on internet to find the perfect real estate agent,Relevant
Begin house hunting,Relevant
Make an offer on a house ,Relevant
Get a home inspection ,Relevant
Get a home appraisal ,Relevant
Ask for repairs or credits ,Relevant
Do a final walkthrough,Relevant
Close on your new home  the process is finished ,Relevant
This garage is part of Peugeot group and offers various repairs,Irrelevant
The process starts when a customer enters the parking area,Relevant
The customer has to register at a counter inside the building,Relevant
An employee greets the customer and asks for his client number,Relevant
If the customer is registered  the inspection of the car begins,Relevant
If the customer is not registered  he has to fill in a form,Relevant
The garage is allowed to repair all brands of vehicules,Irrelevant
After the inspection  the mecanist explains the repairs the car needs,Relevant
The customer can accept or refuse to get his car serviced,Relevant
If he refuses  he pays the inspection alone and the process is finished,Relevant
If he accepts  he is offered a drink and waits for his car to be repaired,Relevant
Most customers ask for coffee  but soft drinks are also available for example,Irrelevant
The customer pays for the repairs and leaves  process is finished,Relevant
The customer is buying a house and wants a loan,Irrelevant
The process starts when the customer enters the bank office,Relevant
They are greated by an attendant and proceed to the banker s office,Relevant
The customer gives their file to the banker,Relevant
The banker checks the file for completeness and accuracy,Relevant
The customer may or may not have lied,Irrelevant
If the file is correct  the banker contacts the customer for an unofficial agreement,Relevant
If the file is incorrect  the banker rejects the demand  the process ends,Relevant
The customer opens an account in the bank,Relevant
The customer and the banker meet and sign the official offer contract,Relevant
The bank waits 10 days before the customer s confirmation,Relevant
The 10 days delay is ordered by law,Irrelevant
If the customer accepts the offer  the loan contract is signed,Relevant
If the customer refuses the offer  the process ends,Relevant
Once the loan is signed  reimbursement starts within a month  process is finished,Relevant
Nespresso is a brand of coffee which operates online and in store,Irrelevant
The process starts when a customer enters the store,Relevant
The customer is offered a sample of the new coffee by an employee,Relevant
Then  the customer goes to the counter where they order using a catalogue,Relevant
The employee encodes the goods selected in his computer,Relevant
The employee then picks up the coffee from his counter and packs it in a bag,Relevant
Before paying  the customer is ask whether he possesses an account,Relevant
If he has an account  the purchase is added to his history and gives points,Relevant
The employee checks if the customer has enough points for a discount,Relevant
If the customer doesn t have an account he can create one or ignore,Relevant
The employee calculates the grand total including discounts,Relevant
Nespresso is perceived as a high end coffee brand,Irrelevant
The customer pays the right amount and leaves with his coffee  process finished,Relevant
Shop and go is a gas station located in the E25 in Sprimont,Irrelevant
The process starts when an employee needs goods,Relevant
the request can be for exemple a new cleaning set for the cleaning employee,Irrelevant
The employee talk to his supervisor about this request.,Relevant
If the request is accepted  the supervisor order from the supplier,Relevant
If the request is not accepted  the process stop,Relevant
The supplier verified if the marchandises are in stocks,Relevant
If it s not in stock  the process stop,Relevant
If it s in  stock  the supervisor then recieved a order confirmation by mail and a delivery date is communicated,Relevant
If the order arrived at the date  the order is finished,Relevant
If it not arrived at the date  the supervisor send a reminder mail to the supplier ,Relevant
If it still note arrived after a mounth   the process end ,Relevant
The Q8 station in Sprimont on the E25 is a gas station on the both side of the highway ,Irrelevant
The process starts when a car stopped at a fuel pump,Relevant
Each station is composed of 8 car pump and 3 truck pump,Irrelevant
Be careful  you have to stop your car when you are at a pump ,Irrelevant
If you want to pay by card  it s the easier way.,Relevant
You have to put your card on the computer ,Relevant
After you select the right pump and tape your pin code ,Relevant
If you want to pay with cash  you have to go to the cashier ,Relevant
When you arrive in front of the employee  you give all the information  ,Relevant
Then  you just have to put the fuel on the car with the pistol ,Relevant
If you pay with cash you give an amount to the cashier  if it s too much go back to the employee to ask to recieved the difference,Relevant
Finaly you leave the station and the process is finished ,Relevant
Wikipower is a company located in liege and the propose to help you to save money on your  energy contract,Irrelevant
The process starts when a client subscribe to have an appointment with one of ours agent,Relevant
The client can subscribes with mail  phone or on the website for example,Irrelevant
After the client is contacted to schedule the appointment ,Relevant
When the scedule arrives the agent call the client ask him question to propose him the best contract ,Relevant
Then when the client finally decided the best contract and which one he will subscribe to,Relevant
Then the contract is sent to the student who will encode the contract on the website of the company ,Relevant
After the student encode it ,Relevant
It s really important to check and renegotiate your contract after one year.,Irrelevant
And fianlly the client is contact one year later to remind him to start again the process and then it s finished,Relevant
Wikipower is a company located in liege and the propose to help you to save money on your  energy contract. ,Irrelevant
One of the service they provide and the most famous is the group purshase. ,Irrelevant
The advantage is that with the big amount of people  they can negociate a very interressant contratc,Irrelevant
the process starts with the registration part ,Relevant
people can registrer on the website  on the phone  by mail or with the help of the collaboration with some municipalities,Relevant
And some student can call some old participant to know if the want to register again,Relevant
when the end date of the registration arrives  they negociate with all the energy suppliers,Relevant
After a deadline  they choose the best contract ,Relevant
Then  the contract is proposed to the participant,Relevant
If they don t  want to subscribe the procces ended ,Relevant
If they want to subscribe  the client profil si sent to the supplier and the process is finished ,Relevant
The client go to the website,Relevant
The client register or sign up,Relevant
The client add objet in the basket,Relevant
The client finalize their shopping,Relevant
the website ask to add their personal info,Relevant
the client decide which order their prefere,Relevant
the client decide wich payment that he gonna pay,Relevant
the order is passed,Relevant
an email confirmation is sent to the client,Relevant
the client receive the package,Relevant
Online shopping is so quick,Irrelevant
The process starts when a customer enter the airport,Relevant
The customer goes to do his check in,Relevant
The employee asks for his ticket  covid certificate  id or passport and his luggage to put it in hold,Relevant
The customer give all the information needed if not the process stops here until he get them,Relevant
Then the custommer goes to security screenings ,Relevant
At the security screenings the guards checks if the customer have anything illegal ,Relevant
Like for example if he carries a knife,Irrelevant
